name,address,lat,lng,license_number,hotel_type,source,raw_data
城市商旅昆明館（HOTEL PAPA WHALE）,108臺北市萬華區昆明街46號地下1樓、46號及46號2至4樓、4樓之2、4樓之3,,,臺北市旅館575號,,一般旅館,"{""_id"": 379, ""_importdate"": {""date"": ""2025-12-29 11:10:45.431046"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館575號"", ""旅館名稱"": ""城市商旅昆明館（HOTEL PAPA WHALE）"", ""電話或手機號碼"": ""(02)23311177"", ""營業地址"": ""108臺北市萬華區昆明街46號地下1樓、46號及46號2至4樓、4樓之2、4樓之3"", ""客房最低定價"": ""12020"", ""客房最高定價"": ""22000"", ""房間數"": ""335""}"
城市商旅站前館,103臺北市大同區延平北路一段51號1至3樓及53號1樓,,,臺北市旅館701號,,一般旅館,"{""_id"": 478, ""_importdate"": {""date"": ""2025-12-29 11:10:45.536659"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館701號"", ""旅館名稱"": ""城市商旅站前館"", ""電話或手機號碼"": ""(02)25507000"", ""營業地址"": ""103臺北市大同區延平北路一段51號1至3樓及53號1樓"", ""客房最低定價"": ""13200"", ""客房最高定價"": ""19800"", ""房間數"": ""92""}"
城美行旅,"100臺北市中正區漢口街一段88,90號1-7樓",25.0451020,121.5119310,臺北市旅館094號,,一般旅館,"{""_id"": 51, ""_importdate"": {""date"": ""2025-12-29 11:10:45.027621"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館094號"", ""旅館名稱"": ""城美行旅"", ""電話或手機號碼"": ""(02)23147305"", ""營業地址"": ""100臺北市中正區漢口街一段88,90號1-7樓"", ""客房最低定價"": ""1820"", ""客房最高定價"": ""12000"", ""房間數"": ""59""}"
城鄉旅坊台北,104臺北市中山區松江路95之1號4樓,25.0574660,121.5308230,臺北市旅館659號,,一般旅館,"{""_id"": 445, ""_importdate"": {""date"": ""2025-12-29 11:10:45.500698"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館659號"", ""旅館名稱"": ""城鄉旅坊台北"", ""電話或手機號碼"": ""(02)25029955"", ""營業地址"": ""104臺北市中山區松江路95之1號4樓"", ""客房最低定價"": ""3880"", ""客房最高定價"": ""9880"", ""房間數"": ""11""}"
士林町旅店,111臺北市士林區安平街26號1至4樓,25.0884970,121.5250640,臺北市旅館182號,,一般旅館,"{""_id"": 109, ""_importdate"": {""date"": ""2025-12-29 11:10:45.098169"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館182號"", ""旅館名稱"": ""士林町旅店"", ""電話或手機號碼"": ""(02)28813133"", ""營業地址"": ""111臺北市士林區安平街26號1至4樓"", ""客房最低定價"": ""1680"", ""客房最高定價"": ""4200"", ""房間數"": ""10""}"
壹零壹艾美琪旅店,106臺北市大安區復興南路一段126巷1號4樓,25.0432540,121.5431190,臺北市旅館526號,,一般旅館,"{""_id"": 345, ""_importdate"": {""date"": ""2025-12-29 11:10:45.392947"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館526號"", ""旅館名稱"": ""壹零壹艾美琪旅店"", ""電話或手機號碼"": ""(02)27728101"", ""營業地址"": ""106臺北市大安區復興南路一段126巷1號4樓"", ""客房最低定價"": ""18000"", ""客房最高定價"": ""28800"", ""房間數"": ""36""}"
多郎明哥旅館,106臺北市大安區信義路三段73號,25.0288620,121.5394680,臺北市旅館317號,,一般旅館,"{""_id"": 196, ""_importdate"": {""date"": ""2025-12-29 11:10:45.205694"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館317號"", ""旅館名稱"": ""多郎明哥旅館"", ""電話或手機號碼"": ""(02)27001200"", ""營業地址"": ""106臺北市大安區信義路三段73號"", ""客房最低定價"": ""2580"", ""客房最高定價"": ""12000"", ""房間數"": ""30""}"
夜光商旅,108臺北市萬華區內江街55巷11號1至4樓、13號2至4樓,,,臺北市旅館145號,,一般旅館,"{""_id"": 88, ""_importdate"": {""date"": ""2025-12-29 11:10:45.076835"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館145號"", ""旅館名稱"": ""夜光商旅"", ""電話或手機號碼"": ""(02)23815059"", ""營業地址"": ""108臺北市萬華區內江街55巷11號1至4樓、13號2至4樓"", ""客房最低定價"": ""2000"", ""客房最高定價"": ""4200"", ""房間數"": ""16""}"
大來商旅,105臺北市松山區長春路432號1-7樓,25.0544410,121.5448800,臺北市旅館007號,,一般旅館,"{""_id"": 6, ""_importdate"": {""date"": ""2025-12-29 11:10:44.971559"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館007號"", ""旅館名稱"": ""大來商旅"", ""電話或手機號碼"": ""(02)27160011"", ""營業地址"": ""105臺北市松山區長春路432號1-7樓"", ""客房最低定價"": ""2000"", ""客房最高定價"": ""12000"", ""房間數"": ""62""}"
大倉久和大飯店,104臺北市中山區南京東路1段9號,25.0533310,121.5337000,臺北市旅館395號,,一般旅館,"{""_id"": 247, ""_importdate"": {""date"": ""2025-12-29 11:10:45.272400"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館395號"", ""旅館名稱"": ""大倉久和大飯店"", ""電話或手機號碼"": ""(02)25231111"", ""營業地址"": ""104臺北市中山區南京東路1段9號"", ""客房最低定價"": ""50000"", ""客房最高定價"": ""160000"", ""房間數"": ""208""}"
大光瀛商旅,100臺北市中正區忠孝西路1段50號地下3層,25.0462340,121.5189910,臺北市旅館797號,,一般旅館,"{""_id"": 565, ""_importdate"": {""date"": ""2025-12-29 11:10:45.640472"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館797號"", ""旅館名稱"": ""大光瀛商旅"", ""電話或手機號碼"": ""(02)23705590"", ""營業地址"": ""100臺北市中正區忠孝西路1段50號地下3層"", ""客房最低定價"": ""3280"", ""客房最高定價"": ""3680"", ""房間數"": ""49""}"
大地清旅,104臺北市中山區長安東路二段246號4至5樓,25.0481760,121.5431090,臺北市旅館462號,,一般旅館,"{""_id"": 300, ""_importdate"": {""date"": ""2025-12-29 11:10:45.337172"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館462號"", ""旅館名稱"": ""大地清旅"", ""電話或手機號碼"": ""(02)27110102"", ""營業地址"": ""104臺北市中山區長安東路二段246號4至5樓"", ""客房最低定價"": ""2500"", ""客房最高定價"": ""8500"", ""房間數"": ""36""}"
大地酒店,112臺北市北投區奇岩路1號,25.1289140,121.5080200,臺北市旅館318號,,一般旅館,"{""_id"": 197, ""_importdate"": {""date"": ""2025-12-29 11:10:45.206960"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館318號"", ""旅館名稱"": ""大地酒店"", ""電話或手機號碼"": ""(02)55518888"", ""營業地址"": ""112臺北市北投區奇岩路1號"", ""客房最低定價"": ""13800"", ""客房最高定價"": ""60000"", ""房間數"": ""48""}"
大安公園旅店,100臺北市中正區信義路2段271號8樓,25.0342520,121.5427380,臺北市旅館579號,,一般旅館,"{""_id"": 383, ""_importdate"": {""date"": ""2025-12-29 11:10:45.435408"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館579號"", ""旅館名稱"": ""大安公園旅店"", ""電話或手機號碼"": ""(02)23965222"", ""營業地址"": ""100臺北市中正區信義路2段271號8樓"", ""客房最低定價"": ""650"", ""客房最高定價"": ""18000"", ""房間數"": ""13""}"
大師會館國際酒店,103臺北市大同區市民大道1段211號16樓等25室,25.0492620,121.5140590,臺北市旅館432號,,一般旅館,"{""_id"": 274, ""_importdate"": {""date"": ""2025-12-29 11:10:45.301818"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館432號"", ""旅館名稱"": ""大師會館國際酒店"", ""電話或手機號碼"": ""(02)25597722"", ""營業地址"": ""103臺北市大同區市民大道1段211號16樓等25室"", ""客房最低定價"": ""6000"", ""客房最高定價"": ""15500"", ""房間數"": ""24""}"
大新飯店,104臺北市中山區長春路246號11-12樓,25.0546000,121.5383750,臺北市旅館253號,,一般旅館,"{""_id"": 150, ""_importdate"": {""date"": ""2025-12-29 11:10:45.152895"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館253號"", ""旅館名稱"": ""大新飯店"", ""電話或手機號碼"": ""(02)25068866"", ""營業地址"": ""104臺北市中山區長春路246號11-12樓"", ""客房最低定價"": ""9800"", ""客房最高定價"": ""11800"", ""房間數"": ""11""}"
大榮大旅社,108臺北市萬華區西寧南路185號2-4樓,25.0414560,121.5060790,臺北市旅館097號,,一般旅館,"{""_id"": 53, ""_importdate"": {""date"": ""2025-12-29 11:10:45.030199"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館097號"", ""旅館名稱"": ""大榮大旅社"", ""電話或手機號碼"": ""(02)23316527"", ""營業地址"": ""108臺北市萬華區西寧南路185號2-4樓"", ""客房最低定價"": ""900"", ""客房最高定價"": ""1300"", ""房間數"": ""17""}"
大欣大飯店,104臺北市中山區中山北路二段27巷2-2號1-5樓,,,臺北市旅館172號,,一般旅館,"{""_id"": 103, ""_importdate"": {""date"": ""2025-12-29 11:10:45.092050"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館172號"", ""旅館名稱"": ""大欣大飯店"", ""電話或手機號碼"": ""(02)25652155"", ""營業地址"": ""104臺北市中山區中山北路二段27巷2-2號1-5樓 "", ""客房最低定價"": ""5500"", ""客房最高定價"": ""6500"", ""房間數"": ""32""}"
大湖璞旅,114臺北市內湖區成功路五段462號1樓、3樓至14樓、3樓之1至3樓之6、4樓之1至4樓之13、5樓之2至5樓之13、6樓之2至6樓之13、7樓之2至7樓之12、8樓之1至8樓之13、 9樓之1至9樓之13、10樓之,,,臺北市旅館732號,,一般旅館,"{""_id"": 503, ""_importdate"": {""date"": ""2025-12-29 11:10:45.562675"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館732號"", ""旅館名稱"": ""大湖璞旅"", ""電話或手機號碼"": ""(02)26338555"", ""營業地址"": ""114臺北市內湖區成功路五段462號1樓、3樓至14樓、3樓之1至3樓之6、4樓之1至4樓之13、5樓之2至5樓之13、6樓之2至6樓之13、7樓之2至7樓之12、8樓之1至8樓之13、 9樓之1至9樓之13、10樓之"", ""客房最低定價"": ""5000"", ""客房最高定價"": ""30000"", ""房間數"": ""148""}"
天使青旅,100臺北市中正區衡陽路51號2樓之2,25.0423810,121.5121810,臺北市旅館532號,,一般旅館,"{""_id"": 348, ""_importdate"": {""date"": ""2025-12-29 11:10:45.396183"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館532號"", ""旅館名稱"": ""天使青旅"", ""電話或手機號碼"": ""(02)23131319"", ""營業地址"": ""100臺北市中正區衡陽路51號2樓之2"", ""客房最低定價"": ""399"", ""客房最高定價"": ""1320"", ""房間數"": ""8""}"
天成文旅 華山町,100臺北市中正區忠孝東路二段79號（1-3樓）,25.0432840,121.5302540,臺北市旅館657號,,一般旅館,"{""_id"": 444, ""_importdate"": {""date"": ""2025-12-29 11:10:45.499673"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館657號"", ""旅館名稱"": ""天成文旅 華山町"", ""電話或手機號碼"": ""(02)23515188"", ""營業地址"": ""100臺北市中正區忠孝東路二段79號（1-3樓）"", ""客房最低定價"": ""6000"", ""客房最高定價"": ""9500"", ""房間數"": ""72""}"
天母之星商務會館,"112臺北市北投區石牌路一段166巷46號,2樓至7樓、2樓之1至5樓之1、2樓之2至5樓之2",,,臺北市旅館768號,,一般旅館,"{""_id"": 536, ""_importdate"": {""date"": ""2025-12-29 11:10:45.598472"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館768號"", ""旅館名稱"": ""天母之星商務會館"", ""電話或手機號碼"": ""(02)28231896"", ""營業地址"": ""112臺北市北投區石牌路一段166巷46號,2樓至7樓、2樓之1至5樓之1、2樓之2至5樓之2"", ""客房最低定價"": ""6000"", ""客房最高定價"": ""12000"", ""房間數"": ""17""}"
天閣酒店(台北南西),104臺北市中山區南京西路3號1至9樓,25.0525850,121.5214980,臺北市旅館371號,,一般旅館,"{""_id"": 232, ""_importdate"": {""date"": ""2025-12-29 11:10:45.252896"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館371號"", ""旅館名稱"": ""天閣酒店(台北南西)"", ""電話或手機號碼"": ""(02)25679999"", ""營業地址"": ""104臺北市中山區南京西路3號1至9樓"", ""客房最低定價"": ""11800"", ""客房最高定價"": ""11800"", ""房間數"": ""52""}"
天閣酒店(台北林森),104臺北市中山區中山北路一段83巷15號1樓至6樓,,,臺北市旅館295號,,一般旅館,"{""_id"": 178, ""_importdate"": {""date"": ""2025-12-29 11:10:45.186409"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館295號"", ""旅館名稱"": ""天閣酒店(台北林森)"", ""電話或手機號碼"": ""(02)25319999"", ""營業地址"": ""104臺北市中山區中山北路一段83巷15號1樓至6樓"", ""客房最低定價"": ""12000"", ""客房最高定價"": ""20000"", ""房間數"": ""65""}"
天閣酒店(台北長安),104臺北市中山區林森北路80號1至14樓,25.0572020,121.5254970,臺北市旅館423號,,一般旅館,"{""_id"": 267, ""_importdate"": {""date"": ""2025-12-29 11:10:45.294225"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館423號"", ""旅館名稱"": ""天閣酒店(台北長安) "", ""電話或手機號碼"": ""(02)25317777"", ""營業地址"": ""104臺北市中山區林森北路80號1至14樓  "", ""客房最低定價"": ""8200"", ""客房最高定價"": ""20000"", ""房間數"": ""80""}"
天閣酒店台北信義,110臺北市信義區忠孝東路五段297號1-6樓,25.0411480,121.5728470,臺北市旅館303號,,一般旅館,"{""_id"": 186, ""_importdate"": {""date"": ""2025-12-29 11:10:45.194257"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館303號"", ""旅館名稱"": ""天閣酒店台北信義"", ""電話或手機號碼"": ""(02)25288000"", ""營業地址"": ""110臺北市信義區忠孝東路五段297號1-6樓"", ""客房最低定價"": ""15000"", ""客房最高定價"": ""15000"", ""房間數"": ""105""}"
天閣酒店台北劍潭,111臺北市士林區基河路16之6號1樓至12樓,25.0824890,121.5241640,臺北市旅館676號,,一般旅館,"{""_id"": 459, ""_importdate"": {""date"": ""2025-12-29 11:10:45.516489"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館676號"", ""旅館名稱"": ""天閣酒店台北劍潭"", ""電話或手機號碼"": ""(02)28862999"", ""營業地址"": ""111臺北市士林區基河路16之6號1樓至12樓"", ""客房最低定價"": ""10500"", ""客房最高定價"": ""30000"", ""房間數"": ""72""}"
天閣酒店台北士林,111臺北市士林區基河路16-8號1樓至11樓,25.0824890,121.5241640,臺北市旅館720號,,一般旅館,"{""_id"": 493, ""_importdate"": {""date"": ""2025-12-29 11:10:45.551899"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館720號"", ""旅館名稱"": ""天閣酒店台北士林"", ""電話或手機號碼"": ""(02)28866888"", ""營業地址"": ""111臺北市士林區基河路16-8號1樓至11樓"", ""客房最低定價"": ""20000"", ""客房最高定價"": ""20000"", ""房間數"": ""51""}"
天閣酒店台北復興,105臺北市松山區復興北路147號1至12樓,25.0537230,121.5442920,臺北市旅館489號,,一般旅館,"{""_id"": 321, ""_importdate"": {""date"": ""2025-12-29 11:10:45.365180"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館489號"", ""旅館名稱"": ""天閣酒店台北復興"", ""電話或手機號碼"": ""(02)87128000"", ""營業地址"": ""105臺北市松山區復興北路147號1至12樓"", ""客房最低定價"": ""10200"", ""客房最高定價"": ""30000"", ""房間數"": ""70""}"
天雲旅棧台北中山,"104臺北市中山區中山北路一段83巷7,7之1號至7之18號",,,臺北市旅館704號,,一般旅館,"{""_id"": 481, ""_importdate"": {""date"": ""2025-12-29 11:10:45.539692"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館704號"", ""旅館名稱"": ""天雲旅棧台北中山"", ""電話或手機號碼"": ""(02)25216666"", ""營業地址"": ""104臺北市中山區中山北路一段83巷7,7之1號至7之18號"", ""客房最低定價"": ""7000"", ""客房最高定價"": ""9800"", ""房間數"": ""56""}"
天雲旅棧台北基河,111臺北市士林區基河路18號,25.0830080,121.5242370,臺北市旅館541號,,一般旅館,"{""_id"": 354, ""_importdate"": {""date"": ""2025-12-29 11:10:45.403238"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館541號"", ""旅館名稱"": ""天雲旅棧台北基河"", ""電話或手機號碼"": ""(02)28856666"", ""營業地址"": ""111臺北市士林區基河路18號"", ""客房最低定價"": ""20000"", ""客房最高定價"": ""20000"", ""房間數"": ""31""}"
天雲旅棧台北開封,100臺北市中正區開封街1段33號1至8樓,25.0461130,121.5119530,臺北市旅館801號,,一般旅館,"{""_id"": 569, ""_importdate"": {""date"": ""2025-12-29 11:10:45.644035"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館801號"", ""旅館名稱"": ""天雲旅棧台北開封"", ""電話或手機號碼"": ""(02)23811111"", ""營業地址"": ""100臺北市中正區開封街1段33號1至8樓"", ""客房最低定價"": ""8000"", ""客房最高定價"": ""18000"", ""房間數"": ""158""}"
太子文旅-修齊館,100臺北市中正區思源街16、16之1號,25.0136890,121.5305040,臺北市旅館806號,,一般旅館,"{""_id"": 574, ""_importdate"": {""date"": ""2025-12-29 11:10:45.649262"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館806號"", ""旅館名稱"": ""太子文旅-修齊館"", ""電話或手機號碼"": ""(02)23631066"", ""營業地址"": ""100臺北市中正區思源街16、16之1號"", ""客房最低定價"": ""6600"", ""客房最高定價"": ""17600"", ""房間數"": ""95""}"
太平洋商旅,"110臺北市信義區光復南路495號11樓之2及13,16,17,19樓",,,臺北市旅館290號,,一般旅館,"{""_id"": 174, ""_importdate"": {""date"": ""2025-12-29 11:10:45.182399"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館290號"", ""旅館名稱"": ""太平洋商旅"", ""電話或手機號碼"": ""(02)87808000"", ""營業地址"": ""110臺北市信義區光復南路495號11樓之2及13,16,17,19樓"", ""客房最低定價"": ""18000"", ""客房最高定價"": ""30000"", ""房間數"": ""48""}"
太豪大飯店,105臺北市松山區興安街137號1-6樓,25.0562060,121.5447050,臺北市旅館307號,,一般旅館,"{""_id"": 189, ""_importdate"": {""date"": ""2025-12-29 11:10:45.197356"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館307號"", ""旅館名稱"": ""太豪大飯店"", ""電話或手機號碼"": ""(02)27195152"", ""營業地址"": ""105臺北市松山區興安街137號1-6樓"", ""客房最低定價"": ""8000"", ""客房最高定價"": ""10000"", ""房間數"": ""38""}"
夾腳拖的家長安122,103臺北市大同區長安西路 122 號、124號 1至4樓,25.0505490,121.5181220,臺北市旅館585號,,一般旅館,"{""_id"": 389, ""_importdate"": {""date"": ""2025-12-29 11:10:45.442097"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館585號"", ""旅館名稱"": ""夾腳拖的家長安122"", ""電話或手機號碼"": ""(02)25585050"", ""營業地址"": ""103臺北市大同區長安西路 122 號、124號 1至4樓"", ""客房最低定價"": ""1000"", ""客房最高定價"": ""5000"", ""房間數"": ""31""}"
姆提文創旅店,106臺北市大安區信義路三段147巷5弄4號1樓,25.0338420,121.5423140,臺北市旅館546號,,一般旅館,"{""_id"": 358, ""_importdate"": {""date"": ""2025-12-29 11:10:45.408754"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館546號"", ""旅館名稱"": ""姆提文創旅店"", ""電話或手機號碼"": ""(02)23897563"", ""營業地址"": ""106臺北市大安區信義路三段147巷5弄4號1樓"", ""客房最低定價"": ""2380"", ""客房最高定價"": ""16000"", ""房間數"": ""11""}"
安庭澔思青年旅舍,103臺北市大同區承德路一段66號12樓,25.0520490,121.5171460,臺北市旅館465號,,一般旅館,"{""_id"": 302, ""_importdate"": {""date"": ""2025-12-29 11:10:45.339808"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館465號"", ""旅館名稱"": ""安庭澔思青年旅舍"", ""電話或手機號碼"": ""(02)25526176"", ""營業地址"": ""103臺北市大同區承德路一段66號12樓"", ""客房最低定價"": ""2500"", ""客房最高定價"": ""8000"", ""房間數"": ""4""}"
安捷國際公寓酒店,103臺北市大同區市民大道1段201號15樓、15樓之1至之3、之5至之10,,,臺北市旅館757號,,一般旅館,"{""_id"": 525, ""_importdate"": {""date"": ""2025-12-29 11:10:45.586171"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館757號"", ""旅館名稱"": ""安捷國際公寓酒店"", ""電話或手機號碼"": ""(02)25592900"", ""營業地址"": ""103臺北市大同區市民大道1段201號15樓、15樓之1至之3、之5至之10"", ""客房最低定價"": ""9800"", ""客房最高定價"": ""15800"", ""房間數"": ""9""}"
宏洲旅社,108臺北市萬華區漢中街4號1-7樓,25.0459240,121.5078210,臺北市旅館154號,,一般旅館,"{""_id"": 94, ""_importdate"": {""date"": ""2025-12-29 11:10:45.082964"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館154號"", ""旅館名稱"": ""宏洲旅社"", ""電話或手機號碼"": ""(02)23319841"", ""營業地址"": ""108臺北市萬華區漢中街4號1-7樓"", ""客房最低定價"": ""12000"", ""客房最高定價"": ""12000"", ""房間數"": ""28""}"
宏都金殿大飯店,106臺北市大安區安和路2段100號2-9樓,25.0328780,121.5522430,臺北市旅館324號,,一般旅館,"{""_id"": 202, ""_importdate"": {""date"": ""2025-12-29 11:10:45.213341"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館324號"", ""旅館名稱"": ""宏都金殿大飯店"", ""電話或手機號碼"": ""(02)27556599"", ""營業地址"": ""106臺北市大安區安和路2段100號2-9樓"", ""客房最低定價"": ""5000"", ""客房最高定價"": ""16000"", ""房間數"": ""32""}"
宜家居商旅,112臺北市北投區中和街40號3樓及3樓之1,25.1463420,121.4932350,臺北市旅館661號,,一般旅館,"{""_id"": 446, ""_importdate"": {""date"": ""2025-12-29 11:10:45.501678"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館661號"", ""旅館名稱"": ""宜家居商旅"", ""電話或手機號碼"": ""(02)28910502"", ""營業地址"": ""112臺北市北投區中和街40號3樓及3樓之1"", ""客房最低定價"": ""4900"", ""客房最高定價"": ""4900"", ""房間數"": ""39""}"
宜津美侖大飯店,"106臺北市大安區復興南路1段315號,317號,317號2樓",,,臺北市旅館340號,,一般旅館,"{""_id"": 210, ""_importdate"": {""date"": ""2025-12-29 11:10:45.223821"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館340號"", ""旅館名稱"": ""宜津美侖大飯店"", ""電話或手機號碼"": ""(02)55793888"", ""營業地址"": ""106臺北市大安區復興南路1段315號,317號,317號2樓"", ""客房最低定價"": ""14000"", ""客房最高定價"": ""56000"", ""房間數"": ""143""}"
客來思樂行旅,"106臺北市大安區羅斯福路3段241號4-6樓,4-6樓之1",,,臺北市旅館081號,,一般旅館,"{""_id"": 43, ""_importdate"": {""date"": ""2025-12-29 11:10:45.016794"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館081號"", ""旅館名稱"": ""客來思樂行旅"", ""電話或手機號碼"": ""(02)23626555"", ""營業地址"": ""106臺北市大安區羅斯福路3段241號4-6樓,4-6樓之1"", ""客房最低定價"": ""1280"", ""客房最高定價"": ""5000"", ""房間數"": ""20""}"
客憩旅宿,100臺北市中正區重慶南路一段63號2樓,25.0444470,121.5133410,臺北市旅館782號,,一般旅館,"{""_id"": 550, ""_importdate"": {""date"": ""2025-12-29 11:10:45.613140"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館782號"", ""旅館名稱"": ""客憩旅宿"", ""電話或手機號碼"": ""(02)23116118、 0975-721686"", ""營業地址"": ""100臺北市中正區重慶南路一段63號2樓"", ""客房最低定價"": ""1000"", ""客房最高定價"": ""8000"", ""房間數"": ""11""}"
家美瑞品 台北,100臺北市中正區北平東路12號2至9樓,25.0460410,121.5244690,臺北市旅館355號,,一般旅館,"{""_id"": 219, ""_importdate"": {""date"": ""2025-12-29 11:10:45.235658"", ""timezone_type"": 3, ""timezone"": ""Asia/Taipei""}, ""縣市代碼"": ""63000"", ""專用標識編號"": ""臺北市旅館355號"", ""旅館名稱"": ""家美瑞品 台北"", ""電話或手機號碼"": ""(02)23581234"", ""營業地址"": ""100臺北市中正區北平東路12號2至9樓"", ""客房最低定價"": ""7500"", ""客房最高定價"": ""24000"", ""房間數"": ""68""}"
